'Average air temperature above sea ice (degrees in Celcius)','Average water temperature below sea ice (degrees in Celcius)','Global Annual Mean CO2','CO2 ppm, 20 Year Smoothed',CO2-GRF,CH4-GRF,N2O-GRF,CFC12-GRF,CFC11-GRF,15-minor-GRF,Total-GRF,'CO2-eq (ppm) Total','AGGI 1990 = 1','AGGI \% change *','Global Mean CO2 NOAA ppm','Urban population (\% of total)','Urban population','Urban population growth (annual \%)','Population, total','Population growth (annual \%)','Improved sanitation facilities (\% of population with access)','Improved water source (\% of population with access)','Improved water source, urban (\% of urban population with access)','Improved water source, rural (\% of rural population with access)','Mortality rate, under-5 (per 1,000 live births)','Primary completion rate, total (\% of relevant age group)','School enrollment, primary and secondary (gross), gender parity index (GPI)','Agriculture, value added (\% of GDP)','CPIA public sector management and institutions cluster average (1=low to 6=high)','Population in urban agglomerations of more than 1 million (\% of total population)','Nitrous oxide emissions (\% change from 1990)','Nitrous oxide emissions (thousand metric tons of CO2 equivalent)','Methane emissions (\% change from 1990)','Methane emissions (kt of CO2 equivalent)','Total greenhouse gas emissions (\% change from 1990)','Total greenhouse gas emissions (kt of CO2 equivalent)','Other greenhouse gas emissions (\% change from 1990)','Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)','CO2 emissions from solid fuel consumption (\% of total)','CO2 emissions from solid fuel consumption (kt)','CO2 emissions (kg per 2011 PPP $ of GDP)','CO2 emissions (kg per PPP $ of GDP)','CO2 emissions (metric tons per capita)','CO2 emissions from liquid fuel consumption (\% of total)','CO2 emissions from liquid fuel consumption (kt)','CO2 emissions (kt)','CO2 emissions (kg per 2010 US$ of GDP)','CO2 emissions from gaseous fuel consumption (\% of total)','CO2 emissions from gaseous fuel consumption (kt)','CO2 intensity (kg per kg of oil equivalent energy use)','Energy use (kg of oil equivalent per capita)','Electric power consumption (kWh per capita)','Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)','Renewable energy consumption (\% of total final energy consumption)','Electricity production from renewable sources, excluding hydroelectric (\% of total)','Electricity production from renewable sources
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(0.4256-0.4452]\'','\'(-inf-0.1212]\'','\'(0.1084-0.1248]\'','\'(0.0448-0.0506]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.54-1.96]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(-inf-4545048.4328]\'','\'(15.165725-17.264694]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.629454-0.699016]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(11.357215-14.474994]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.43145-10.677571]\'','\'(38.093331-38.781711]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(0.4256-0.4452]\'','\'(-inf-0.1212]\'','\'(0.1084-0.1248]\'','\'(0.0506-0.0564]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.54-1.96]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(-inf-4545048.4328]\'','\'(15.165725-17.264694]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.559892-0.629454]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(11.357215-14.474994]\'','\'(-inf-10.561881]\'','\'(17.356341-18.332669]\'','\'(34.701657-36.885758]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.677571-inf)\'','\'(38.093331-38.781711]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(0.4256-0.4452]\'','\'(0.1212-0.1384]\'','\'(0.1248-0.1412]\'','\'(0.0506-0.0564]\'','\'(0.0484-0.0658]\'','\'(1.954-2.209]\'','\'(402.6-423.2]\'','\'(0.9028-1.0206]\'','\'(1.54-1.96]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(4545048.4328-5824165.7286]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(11.357215-14.474994]\'','\'(-inf-10.561881]\'','\'(17.356341-18.332669]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.677571-inf)\'','\'(38.093331-38.781711]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(1.2094-1.3918]\'','\'(0.4452-0.4648]\'','\'(-inf-0.1212]\'','\'(0.1248-0.1412]\'','\'(0.0564-0.0622]\'','\'(0.0484-0.0658]\'','\'(1.954-2.209]\'','\'(402.6-423.2]\'','\'(0.9028-1.0206]\'','\'(1.96-2.38]\'','\'(333.618-351.266]\'','\'(41.67783-45.7376]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2791727.32-3025890.16]\'',?,'\'(6292884.6248-6866611.9372]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(5824165.7286-7103283.0244]\'','\'(15.165725-17.264694]\'','\'(3148486.2-4306524.8]\'',?,?,'\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(-inf-10.561881]\'','\'(16.380013-17.356341]\'','\'(34.701657-36.885758]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.677571-inf)\'','\'(38.781711-inf)\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(1.2094-1.3918]\'','\'(0.4452-0.4648]\'','\'(0.1212-0.1384]\'','\'(0.1412-0.1576]\'','\'(0.0564-0.0622]\'','\'(0.0484-0.0658]\'','\'(1.954-2.209]\'','\'(402.6-423.2]\'','\'(0.9028-1.0206]\'','\'(2.38-inf)\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(4545048.4328-5824165.7286]\'','\'(15.165725-17.264694]\'','\'(3148486.2-4306524.8]\'',?,?,'\'(4.226173-4.614143]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1454.862806-1573.497771]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(-inf-10.561881]\'','\'(16.380013-17.356341]\'','\'(34.701657-36.885758]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.677571-inf)\'','\'(38.781711-inf)\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(351.614-364.428]\'',?,'\'(1.2094-1.3918]\'','\'(0.4452-0.4648]\'','\'(0.1212-0.1384]\'','\'(0.1412-0.1576]\'','\'(0.0622-inf)\'','\'(0.0484-0.0658]\'','\'(1.954-2.209]\'','\'(402.6-423.2]\'','\'(0.9028-1.0206]\'','\'(1.96-2.38]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(17.505592-19.29825]\'',?,'\'(2791727.32-3025890.16]\'',?,'\'(6292884.6248-6866611.9372]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(4545048.4328-5824165.7286]\'','\'(15.165725-17.264694]\'','\'(3148486.2-4306524.8]\'',?,?,'\'(4.226173-4.614143]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1454.862806-1573.497771]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(-inf-10.561881]\'','\'(-inf-16.380013]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.677571-inf)\'','\'(38.781711-inf)\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(351.614-364.428]\'',?,'\'(1.2094-1.3918]\'','\'(0.4452-0.4648]\'','\'(0.1212-0.1384]\'','\'(0.1412-0.1576]\'','\'(0.0622-inf)\'','\'(0.0484-0.0658]\'','\'(1.954-2.209]\'','\'(402.6-423.2]\'','\'(0.9028-1.0206]\'','\'(1.54-1.96]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.550253-1.735881]\'','\'(-inf-55.824638]\'','\'(-inf-79.057941]\'','\'(-inf-95.398919]\'','\'(-inf-66.650212]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(17.505592-19.29825]\'',?,'\'(2791727.32-3025890.16]\'',?,'\'(6292884.6248-6866611.9372]\'',?,'\'(37168465.912-42621078.218]\'',?,'\'(5824165.7286-7103283.0244]\'','\'(15.165725-17.264694]\'','\'(3148486.2-4306524.8]\'','\'(0.450679-inf)\'','\'(0.690834-inf)\'','\'(4.226173-4.614143]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(169.900099-inf)\'','\'(-inf-17.448466]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(18.370762-19.365328]\'','\'(10.929571-14.346802]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(17.356341-18.332669]\'','\'(36.885758-39.06986]\'','\'(-inf-74.431704]\'','\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'','\'(31.605478-inf)\'','\'(41024423.08-inf)\'','\'(10.677571-inf)\'','\'(38.781711-inf)\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(351.614-364.428]\'',?,'\'(1.2094-1.3918]\'','\'(0.4452-0.4648]\'','\'(0.1212-0.1384]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(1.954-2.209]\'','\'(402.6-423.2]\'','\'(0.9028-1.0206]\'','\'(1.54-1.96]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(2.290353-2.523197]\'','\'(4759690409-5622028907]\'','\'(1.550253-1.735881]\'','\'(-inf-55.824638]\'','\'(-inf-79.057941]\'','\'(-inf-95.398919]\'','\'(-inf-66.650212]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.868202-0.908548]\'',?,?,'\'(17.505592-19.29825]\'','\'(-2.460111-0.754349]\'','\'(2791727.32-3025890.16]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(-inf-6.264455]\'','\'(5824165.7286-7103283.0244]\'','\'(15.165725-17.264694]\'','\'(3148486.2-4306524.8]\'','\'(0.450679-inf)\'','\'(0.690834-inf)\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(169.900099-inf)\'','\'(-inf-17.448466]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(18.370762-19.365328]\'','\'(10.929571-14.346802]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(17.356341-18.332669]\'','\'(36.885758-39.06986]\'','\'(-inf-74.431704]\'','\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'','\'(31.605478-inf)\'','\'(41024423.08-inf)\'','\'(10.677571-inf)\'','\'(38.781711-inf)\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(351.614-364.428]\'',?,'\'(1.2094-1.3918]\'','\'(0.4648-0.4844]\'','\'(0.1212-0.1384]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(402.6-423.2]\'','\'(1.0206-1.1384]\'','\'(1.12-1.54]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(2.290353-2.523197]\'','\'(4759690409-5622028907]\'','\'(1.550253-1.735881]\'','\'(-inf-55.824638]\'','\'(-inf-79.057941]\'','\'(-inf-95.398919]\'','\'(-inf-66.650212]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.868202-0.908548]\'',?,?,'\'(17.505592-19.29825]\'','\'(3.968809-7.183269]\'','\'(3025890.16-inf)\'','\'(1.783841-6.382909]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(20.364628-34.464802]\'','\'(7103283.0244-8382400.3202]\'','\'(17.264694-inf)\'','\'(3148486.2-4306524.8]\'','\'(0.450679-inf)\'','\'(0.690834-inf)\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(169.900099-inf)\'','\'(17.448466-17.810382]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(18.370762-19.365328]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(17.356341-18.332669]\'','\'(36.885758-39.06986]\'','\'(-inf-74.431704]\'','\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'','\'(31.605478-inf)\'','\'(41024423.08-inf)\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(351.614-364.428]\'',?,'\'(1.2094-1.3918]\'','\'(0.4648-0.4844]\'','\'(0.1212-0.1384]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(402.6-423.2]\'','\'(1.0206-1.1384]\'','\'(-inf-1.12]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(2.290353-2.523197]\'','\'(4759690409-5622028907]\'','\'(1.550253-1.735881]\'','\'(-inf-55.824638]\'','\'(-inf-79.057941]\'','\'(-inf-95.398919]\'','\'(-inf-66.650212]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.868202-0.908548]\'',?,?,'\'(17.505592-19.29825]\'','\'(-inf--2.460111]\'','\'(2791727.32-3025890.16]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(-inf-6.264455]\'','\'(5824165.7286-7103283.0244]\'','\'(17.264694-inf)\'','\'(3148486.2-4306524.8]\'','\'(0.450679-inf)\'','\'(0.603475-0.690834]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(0.559892-0.629454]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(169.900099-inf)\'','\'(17.448466-17.810382]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(19.365328-20.359894]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(18.332669-19.308997]\'','\'(36.885758-39.06986]\'','\'(-inf-74.431704]\'','\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'','\'(31.605478-inf)\'','\'(41024423.08-inf)\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(351.614-364.428]\'',?,'\'(1.2094-1.3918]\'','\'(0.4648-0.4844]\'','\'(0.1212-0.1384]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(423.2-443.8]\'','\'(1.0206-1.1384]\'','\'(1.12-1.54]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(2.290353-2.523197]\'','\'(5622028907-6484367405]\'','\'(1.364626-1.550253]\'','\'(-inf-55.824638]\'','\'(-inf-79.057941]\'','\'(-inf-95.398919]\'','\'(-inf-66.650212]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.868202-0.908548]\'',?,?,'\'(17.505592-19.29825]\'','\'(-2.460111-0.754349]\'','\'(2791727.32-3025890.16]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(-inf-6.264455]\'','\'(5824165.7286-7103283.0244]\'','\'(17.264694-inf)\'','\'(3148486.2-4306524.8]\'','\'(0.426516-0.450679]\'','\'(0.603475-0.690834]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(169.900099-inf)\'','\'(17.448466-17.810382]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(19.365328-20.359894]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(17.356341-18.332669]\'','\'(36.885758-39.06986]\'','\'(-inf-74.431704]\'','\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'','\'(31.410385-31.605478]\'','\'(40766151.36-41024423.08]\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
