'Average air temperature above sea ice (degrees in Celcius)','Average water temperature below sea ice (degrees in Celcius)','Global Annual Mean CO2','CO2 ppm, 20 Year Smoothed',CO2-GRF,CH4-GRF,N2O-GRF,CFC12-GRF,CFC11-GRF,15-minor-GRF,Total-GRF,'CO2-eq (ppm) Total','AGGI 1990 = 1','AGGI \% change *','Global Mean CO2 NOAA ppm','Urban population (\% of total)','Urban population','Urban population growth (annual \%)','Population, total','Population growth (annual \%)','Improved sanitation facilities (\% of population with access)','Improved water source (\% of population with access)','Improved water source, urban (\% of urban population with access)','Improved water source, rural (\% of rural population with access)','Mortality rate, under-5 (per 1,000 live births)','Primary completion rate, total (\% of relevant age group)','School enrollment, primary and secondary (gross), gender parity index (GPI)','Agriculture, value added (\% of GDP)','CPIA public sector management and institutions cluster average (1=low to 6=high)','Population in urban agglomerations of more than 1 million (\% of total population)','Nitrous oxide emissions (\% change from 1990)','Nitrous oxide emissions (thousand metric tons of CO2 equivalent)','Methane emissions (\% change from 1990)','Methane emissions (kt of CO2 equivalent)','Total greenhouse gas emissions (\% change from 1990)','Total greenhouse gas emissions (kt of CO2 equivalent)','Other greenhouse gas emissions (\% change from 1990)','Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)','CO2 emissions from solid fuel consumption (\% of total)','CO2 emissions from solid fuel consumption (kt)','CO2 emissions (kg per 2011 PPP $ of GDP)','CO2 emissions (kg per PPP $ of GDP)','CO2 emissions (metric tons per capita)','CO2 emissions from liquid fuel consumption (\% of total)','CO2 emissions from liquid fuel consumption (kt)','CO2 emissions (kt)','CO2 emissions (kg per 2010 US$ of GDP)','CO2 emissions from gaseous fuel consumption (\% of total)','CO2 emissions from gaseous fuel consumption (kt)','CO2 intensity (kg per kg of oil equivalent energy use)','Energy use (kg of oil equivalent per capita)','Electric power consumption (kWh per capita)','Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)','Renewable energy consumption (\% of total final energy consumption)','Electricity production from renewable sources, excluding hydroelectric (\% of total)','Electricity production from renewable sources
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(351.614-364.428]\'',?,'\'(1.2094-1.3918]\'','\'(0.4648-0.4844]\'','\'(0.1212-0.1384]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(423.2-443.8]\'','\'(1.0206-1.1384]\'','\'(1.54-1.96]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(2.290353-2.523197]\'','\'(5622028907-6484367405]\'','\'(1.364626-1.550253]\'','\'(-inf-55.824638]\'','\'(79.057941-82.036643]\'','\'(-inf-95.398919]\'','\'(-inf-66.650212]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.868202-0.908548]\'','\'(7.149902-inf)\'',?,'\'(17.505592-19.29825]\'','\'(0.754349-3.968809]\'','\'(2791727.32-3025890.16]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(-inf-6.264455]\'','\'(5824165.7286-7103283.0244]\'','\'(17.264694-inf)\'','\'(3148486.2-4306524.8]\'','\'(0.426516-0.450679]\'','\'(0.603475-0.690834]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(169.900099-inf)\'','\'(17.448466-17.810382]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(19.365328-20.359894]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(18.332669-19.308997]\'','\'(36.885758-39.06986]\'','\'(74.431704-77.18658]\'','\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'','\'(31.410385-31.605478]\'','\'(40766151.36-41024423.08]\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(351.614-364.428]\'',?,'\'(1.3918-1.5742]\'','\'(0.4648-0.4844]\'','\'(0.1384-0.1556]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(423.2-443.8]\'','\'(1.0206-1.1384]\'','\'(1.12-1.54]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(-inf-2.290353]\'','\'(5622028907-6484367405]\'','\'(1.364626-1.550253]\'','\'(55.824638-58.750334]\'','\'(79.057941-82.036643]\'','\'(-inf-95.398919]\'','\'(66.650212-71.140499]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.868202-0.908548]\'','\'(7.149902-inf)\'',?,'\'(17.505592-19.29825]\'','\'(0.754349-3.968809]\'','\'(2791727.32-3025890.16]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(-inf-6.264455]\'','\'(4545048.4328-5824165.7286]\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.426516-0.450679]\'','\'(0.603475-0.690834]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(159.166126-169.900099]\'','\'(17.448466-17.810382]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(19.365328-20.359894]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(17.356341-18.332669]\'','\'(36.885758-39.06986]\'','\'(74.431704-77.18658]\'','\'(-inf-1.329943]\'','\'(2912.864949-3409.946803]\'','\'(31.410385-31.605478]\'','\'(40766151.36-41024423.08]\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(351.614-364.428]\'',?,'\'(1.3918-1.5742]\'','\'(0.4648-0.4844]\'','\'(0.1384-0.1556]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(423.2-443.8]\'','\'(1.0206-1.1384]\'','\'(-inf-1.12]\'','\'(351.266-368.914]\'','\'(41.67783-45.7376]\'','\'(2186010911.8-2771707281.2]\'','\'(-inf-2.290353]\'','\'(5622028907-6484367405]\'','\'(1.364626-1.550253]\'','\'(55.824638-58.750334]\'','\'(79.057941-82.036643]\'','\'(-inf-95.398919]\'','\'(66.650212-71.140499]\'','\'(70.54-98.58]\'','\'(77.49288-80.88804]\'','\'(0.868202-0.908548]\'','\'(5.5163-6.333101]\'',?,'\'(17.505592-19.29825]\'','\'(7.183269-inf)\'','\'(3025890.16-inf)\'','\'(6.382909-10.981977]\'','\'(6866611.9372-7440339.2496]\'','\'(7.685115-15.764663]\'','\'(42621078.218-48073690.524]\'','\'(34.464802-48.564975]\'','\'(8382400.3202-inf)\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.402354-0.426516]\'','\'(0.516115-0.603475]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(159.166126-169.900099]\'','\'(17.448466-17.810382]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(19.365328-20.359894]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(13.520698-16.479514]\'','\'(17.356341-18.332669]\'','\'(36.885758-39.06986]\'','\'(74.431704-77.18658]\'','\'(1.329943-2.30252]\'','\'(2912.864949-3409.946803]\'','\'(31.410385-31.605478]\'','\'(40766151.36-41024423.08]\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(364.428-377.242]\'',?,'\'(1.3918-1.5742]\'','\'(0.4648-0.4844]\'','\'(0.1384-0.1556]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(423.2-443.8]\'','\'(1.0206-1.1384]\'','\'(1.96-2.38]\'','\'(351.266-368.914]\'','\'(45.7376-49.797371]\'','\'(2186010911.8-2771707281.2]\'','\'(-inf-2.290353]\'','\'(5622028907-6484367405]\'','\'(1.364626-1.550253]\'','\'(55.824638-58.750334]\'','\'(79.057941-82.036643]\'','\'(-inf-95.398919]\'','\'(66.650212-71.140499]\'','\'(70.54-98.58]\'','\'(77.49288-80.88804]\'','\'(0.908548-0.948894]\'','\'(5.5163-6.333101]\'',?,'\'(17.505592-19.29825]\'','\'(3.968809-7.183269]\'','\'(3025890.16-inf)\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(7.685115-15.764663]\'','\'(42621078.218-48073690.524]\'','\'(48.564975-inf)\'','\'(8382400.3202-inf)\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.402354-0.426516]\'','\'(0.516115-0.603475]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(10055150.1548-inf)\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(159.166126-169.900099]\'','\'(17.810382-18.172297]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(18.370762-19.365328]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(16.479514-19.43833]\'','\'(17.356341-18.332669]\'','\'(36.885758-39.06986]\'','\'(74.431704-77.18658]\'','\'(1.329943-2.30252]\'','\'(2912.864949-3409.946803]\'','\'(31.215291-31.410385]\'','\'(40507879.64-40766151.36]\'','\'(10.677571-inf)\'','\'(38.093331-38.781711]\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(364.428-377.242]\'',?,'\'(1.3918-1.5742]\'','\'(0.4648-0.4844]\'','\'(0.1384-0.1556]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.209-2.464]\'','\'(423.2-443.8]\'','\'(1.0206-1.1384]\'','\'(1.54-1.96]\'','\'(351.266-368.914]\'','\'(45.7376-49.797371]\'','\'(2771707281.2-3357403650.6]\'','\'(-inf-2.290353]\'','\'(5622028907-6484367405]\'','\'(-inf-1.364626]\'','\'(55.824638-58.750334]\'','\'(79.057941-82.036643]\'','\'(95.398919-95.664643]\'','\'(66.650212-71.140499]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.908548-0.948894]\'','\'(5.5163-6.333101]\'',?,'\'(19.29825-21.090908]\'','\'(-2.460111-0.754349]\'','\'(2791727.32-3025890.16]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(6.264455-20.364628]\'','\'(5824165.7286-7103283.0244]\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.378192-0.402354]\'','\'(0.516115-0.603475]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(8317228.3096-10055150.1548]\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(1977.372285-2366.37381]\'','\'(148.432153-159.166126]\'','\'(17.810382-18.172297]\'','\'(-inf-1.393007]\'','\'(-inf-288432000000]\'','\'(18.370762-19.365328]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(16.479514-19.43833]\'','\'(16.380013-17.356341]\'','\'(36.885758-39.06986]\'','\'(77.18658-79.941455]\'','\'(2.30252-3.275097]\'','\'(2912.864949-3409.946803]\'','\'(31.215291-31.410385]\'','\'(40507879.64-40766151.36]\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(364.428-377.242]\'',?,'\'(1.3918-1.5742]\'','\'(0.4648-0.4844]\'','\'(0.1384-0.1556]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0658-0.0832]\'','\'(2.464-2.719]\'','\'(423.2-443.8]\'','\'(1.1384-1.2562]\'','\'(-inf-1.12]\'','\'(368.914-386.562]\'','\'(45.7376-49.797371]\'','\'(2771707281.2-3357403650.6]\'','\'(-inf-2.290353]\'','\'(5622028907-6484367405]\'','\'(-inf-1.364626]\'','\'(58.750334-61.676029]\'','\'(82.036643-85.015345]\'','\'(95.398919-95.664643]\'','\'(71.140499-75.630786]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.908548-0.948894]\'','\'(4.699498-5.5163]\'',?,'\'(19.29825-21.090908]\'','\'(-2.460111-0.754349]\'','\'(2791727.32-3025890.16]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(-inf-6.264455]\'','\'(5824165.7286-7103283.0244]\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.378192-0.402354]\'','\'(0.428755-0.516115]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(10055150.1548-inf)\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(2366.37381-2755.375334]\'','\'(148.432153-159.166126]\'','\'(17.810382-18.172297]\'','\'(1.393007-2.539342]\'','\'(-inf-288432000000]\'','\'(-inf-18.370762]\'','\'(7.512339-10.929571]\'','\'(14.474994-inf)\'','\'(16.479514-19.43833]\'','\'(16.380013-17.356341]\'','\'(36.885758-39.06986]\'','\'(77.18658-79.941455]\'','\'(4.247674-inf)\'','\'(2912.864949-3409.946803]\'','\'(31.215291-31.410385]\'','\'(40507879.64-40766151.36]\'','\'(10.677571-inf)\'','\'(38.093331-38.781711]\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(364.428-377.242]\'',?,'\'(1.3918-1.5742]\'','\'(0.4648-0.4844]\'','\'(0.1384-0.1556]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0832-0.1006]\'','\'(2.464-2.719]\'','\'(423.2-443.8]\'','\'(1.1384-1.2562]\'','\'(1.12-1.54]\'','\'(368.914-386.562]\'','\'(45.7376-49.797371]\'','\'(2771707281.2-3357403650.6]\'','\'(-inf-2.290353]\'','\'(5622028907-6484367405]\'','\'(-inf-1.364626]\'','\'(58.750334-61.676029]\'','\'(82.036643-85.015345]\'','\'(95.398919-95.664643]\'','\'(71.140499-75.630786]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.908548-0.948894]\'','\'(4.699498-5.5163]\'',?,'\'(19.29825-21.090908]\'','\'(-inf--2.460111]\'','\'(2557564.48-2791727.32]\'','\'(-inf-1.783841]\'','\'(6292884.6248-6866611.9372]\'','\'(-inf-7.685115]\'','\'(37168465.912-42621078.218]\'','\'(-inf-6.264455]\'','\'(4545048.4328-5824165.7286]\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.378192-0.402354]\'','\'(0.428755-0.516115]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(10055150.1548-inf)\'','\'(19970912.5058-25263472.3372]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(2366.37381-2755.375334]\'','\'(148.432153-159.166126]\'','\'(17.448466-17.810382]\'','\'(1.393007-2.539342]\'','\'(-inf-288432000000]\'','\'(-inf-18.370762]\'','\'(-inf-7.512339]\'','\'(14.474994-inf)\'','\'(16.479514-19.43833]\'','\'(-inf-16.380013]\'','\'(36.885758-39.06986]\'','\'(77.18658-79.941455]\'','\'(2.30252-3.275097]\'','\'(2912.864949-3409.946803]\'','\'(31.215291-31.410385]\'','\'(40507879.64-40766151.36]\'','\'(10.677571-inf)\'','\'(38.093331-38.781711]\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(364.428-377.242]\'',?,'\'(1.3918-1.5742]\'','\'(0.4648-0.4844]\'','\'(0.1384-0.1556]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0832-0.1006]\'','\'(2.464-2.719]\'','\'(443.8-464.4]\'','\'(1.1384-1.2562]\'','\'(1.12-1.54]\'','\'(368.914-386.562]\'','\'(45.7376-49.797371]\'','\'(2771707281.2-3357403650.6]\'','\'(2.290353-2.523197]\'','\'(5622028907-6484367405]\'','\'(-inf-1.364626]\'','\'(58.750334-61.676029]\'','\'(82.036643-85.015345]\'','\'(95.398919-95.664643]\'','\'(71.140499-75.630786]\'','\'(70.54-98.58]\'','\'(80.88804-84.2832]\'','\'(0.908548-0.948894]\'','\'(4.699498-5.5163]\'',?,'\'(19.29825-21.090908]\'','\'(-inf--2.460111]\'','\'(2791727.32-3025890.16]\'','\'(1.783841-6.382909]\'','\'(6292884.6248-6866611.9372]\'','\'(7.685115-15.764663]\'','\'(42621078.218-48073690.524]\'','\'(20.364628-34.464802]\'','\'(7103283.0244-8382400.3202]\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.378192-0.402354]\'','\'(0.428755-0.516115]\'','\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(10055150.1548-inf)\'','\'(25263472.3372-30556032.1686]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(9012644.0568-11057888.3712]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(2366.37381-2755.375334]\'','\'(148.432153-159.166126]\'','\'(17.810382-18.172297]\'','\'(1.393007-2.539342]\'','\'(-inf-288432000000]\'','\'(-inf-18.370762]\'','\'(-inf-7.512339]\'','\'(14.474994-inf)\'','\'(16.479514-19.43833]\'','\'(-inf-16.380013]\'','\'(36.885758-39.06986]\'','\'(77.18658-79.941455]\'','\'(1.329943-2.30252]\'','\'(2912.864949-3409.946803]\'','\'(31.020198-31.215291]\'','\'(40249607.92-40507879.64]\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
'\'(15.0414-15.3522]\'','\'(15.6264-15.9372]\'','\'(364.428-377.242]\'',?,'\'(1.5742-1.7566]\'','\'(0.4648-0.4844]\'','\'(0.1556-0.1728]\'','\'(0.1576-inf)\'','\'(0.0622-inf)\'','\'(0.0832-0.1006]\'','\'(2.464-2.719]\'','\'(443.8-464.4]\'','\'(1.1384-1.2562]\'','\'(1.54-1.96]\'','\'(368.914-386.562]\'','\'(45.7376-49.797371]\'','\'(2771707281.2-3357403650.6]\'','\'(2.290353-2.523197]\'','\'(5622028907-6484367405]\'','\'(-inf-1.364626]\'','\'(58.750334-61.676029]\'','\'(82.036643-85.015345]\'','\'(95.664643-95.930366]\'','\'(71.140499-75.630786]\'','\'(-inf-70.54]\'','\'(80.88804-84.2832]\'','\'(0.908548-0.948894]\'','\'(4.699498-5.5163]\'',?,'\'(19.29825-21.090908]\'','\'(-inf--2.460111]\'','\'(2791727.32-3025890.16]\'','\'(1.783841-6.382909]\'','\'(6292884.6248-6866611.9372]\'','\'(15.764663-23.844212]\'','\'(42621078.218-48073690.524]\'','\'(20.364628-34.464802]\'','\'(7103283.0244-8382400.3202]\'','\'(17.264694-inf)\'','\'(4306524.8-5464563.4]\'','\'(0.378192-0.402354]\'','\'(0.428755-0.516115]\'','\'(4.226173-4.614143]\'','\'(39.236071-42.405661]\'','\'(10055150.1548-inf)\'','\'(25263472.3372-30556032.1686]\'','\'(-inf-0.559892]\'','\'(-inf-38.187954]\'','\'(9012644.0568-11057888.3712]\'','\'(-inf-2.538287]\'','\'(1573.497771-1692.132735]\'','\'(2366.37381-2755.375334]\'','\'(148.432153-159.166126]\'','\'(17.448466-17.810382]\'','\'(1.393007-2.539342]\'','\'(-inf-288432000000]\'','\'(-inf-18.370762]\'','\'(-inf-7.512339]\'','\'(14.474994-inf)\'','\'(16.479514-19.43833]\'','\'(-inf-16.380013]\'','\'(39.06986-inf)\'','\'(77.18658-79.941455]\'','\'(1.329943-2.30252]\'','\'(2912.864949-3409.946803]\'','\'(31.020198-31.215291]\'','\'(40249607.92-40507879.64]\'','\'(10.677571-inf)\'','\'(37.404951-38.093331]\'',
